position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,hasPaidProductPlacement,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
369,UCXV0IWzQ2wZuq1EjjqQaZpA,MMCortes,ZjycUvEQlsw,2026-04-14T16:05:45Z,"2026-04-14 16:05:45","Liberdade de expressão tem limite… ou o limite é justamente não ter nenhum? #debate","Um debate intenso sobre um dos temas mais polêmicos da atualidade: liberdade de expressão. De um lado, Monark defendendo a liberdade irrestrita. Do outro, um posicionamento contrário, levantando os riscos e consequências do excesso de liberdade. Até onde vai o direito de falar? Existe um limite aceitável ou qualquer restrição já é censura? Assista até o final e tire suas próprias conclusões. Se curtir esse tipo de conteúdo, se inscreva no canal para mais cortes de debates e reflexões.",,22,"People & Blogs","Politics,Society",PT1M20S,80,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/ZjycUvEQlsw/maxresdefault.jpg,,,,,,1098,31,,0,0
370,UCAEAFIgosuWULdpATgnRV2Q,"Revolução Libertária",Q0CCI0zqYG4,2024-07-31T19:34:28Z,"2024-07-31 19:34:28","O que é liberdade de expressão? #shorts #liberalismo #direito","Muitas pessoas incompreendem o que é a liberdade de expressão, e seus limites. Esperamos que esse video ajude a definir e clarear a sua mente sobre o real significado de liberdade de expressão. #shorts #liberalismo #libertarianismo #liberdade #monark",,25,"News & Politics","Politics,Society",PT59S,59,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/Q0CCI0zqYG4/maxresdefault.jpg,,,,,,649,25,,0,1
371,UCEIG1Q-M4nw56HFtFxn8CzA,100CORTES,O66PiGQ--nc,2022-10-26T23:27:59Z,"2022-10-26 23:27:59","Tarcísio debate sobre liberdade de expressão","#governo #bolsonaro2022 #bolsonaro #Tarcísio10","#governo #tarcisio",22,"People & Blogs","Politics,Society",PT54S,54,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/O66PiGQ--nc/maxresdefault.jpg,,,,,,631,47,,0,2
372,UCp0e2xDP1qDFHQDPyq3VPLg,"Politica Real agg",9rYIA1tioZs,2026-01-30T17:14:33Z,"2026-01-30 17:14:33","BONSONARO!A LIBERDADE DE EXPRESSÃO ESTÁ ACIMA DE TUDO!🙌🤝🇧🇷",,,25,"News & Politics",Society,PT59S,59,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/9rYIA1tioZs/maxresdefault.jpg,,,,,,1201,147,,0,2
373,UCbgwW4wKX7AsK3VDxHisjew,"Política Decodificada",M_om9kBmTuk,2025-04-02T17:27:26Z,"2025-04-02 17:27:26","Nikolas Ferreira EXPÕE a Verdade sobre Liberdade de Expressão no Brasil! #política #nikolasferreira","Nikolas Ferreira EXPÕE a Verdade sobre Liberdade de Expressão no Brasil! #política #nikolasferreira","#eleições2026,#política,#governo,#Lula,#Bolsonaro,#CPI,#partidospolíticos,#JairBolsonaro,#análisespolíticas,#políticaeconômica,#políticabrasileira,#direitapolítica,#esquerdapolítica,#polarização,#debatepolítico,#candidatos2026,#campanhaeleitoral,#eleiçõesbrasil,#futurodobrasil,#PT,#PL,#democracia,#direita,#esquerda,#centro,#políticaglobal,#DonaldTrump,#eleiçõesmunicipais,#eleições2024,#eleições2022,#Campanha2026,#BolsonaroPresidente,#LulaPresidente,#bastidoresdopoder,#eleiçõesbrasileiras",22,"People & Blogs","Politics,Society",PT59S,59,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/M_om9kBmTuk/maxresdefault.jpg,,,,,,1346,61,,0,0
374,UC-V7HONlQ9zvLU0nA06HskA,"Célio Ulhôa de Freitas",VOa6VqfNQC8,2026-04-27T22:27:11Z,"2026-04-27 22:27:11","Parlamentares bolsonaristas, alegam estar defendendo a ""liberdade de expressão.Fonte:Erika Hilton",,,17,Sports,"Politics,Society",PT59S,59,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/VOa6VqfNQC8/maxresdefault.jpg,,,,,,1328,24,,0,0
375,UCsyAuTZCHdfDU_4I6gb4GEw,"Mozart Morais",Z2llQHvS3Wo,2026-01-14T22:02:35Z,"2026-01-14 22:02:35","Racismo nas Redes: Liberdade de Expressão ou Monetização? #shorts","O vídeo questiona a permissão de racismo e conteúdo racista impulsionado por dinheiro nas redes sociais. A liberdade de expressão tem limites? Uma reflexão necessária sobre os impactos da monetização. #Racismo #LiberdadeDeExpressão #RedesSociais #Monetização",,22,"People & Blogs",Society,PT25S,25,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/Z2llQHvS3Wo/maxresdefault.jpg,,,,,,1289,19,,0,0
376,UCGW5bhFOp6Uv32RM9N9ZcEg,"Tabernaculo dos milagres",HozR6fig71k,2024-05-27T08:45:01Z,"2024-05-27 08:45:01","Amor e Liberdade de Expressão 🍀 #arrebatamento #reflexão #amor #motivacional #curiosidadesbiblicas",,"respeito,liberdade de expressão,diversidade religiosa,fé e amor,tolerância,Deus,amor ao próximo,diálogo inter-religioso,liberdade de crença,união na diversidade,pregação,mensagem de paz,religião e respeito,direitos humanos,coexistência pacífica",24,Entertainment,"Lifestyle_(sociology),Religion",PT30S,30,2d,hd,false,pt-PT,pt-PT,,,,,,,622,53,,0,3
377,UCiMS5krtbN7pj872eGG51qA,"GUIA SÁBIO",c8VU8gIjz9Q,2024-07-15T14:32:22Z,"2024-07-15 14:32:22","LIBERDADE DE EXPRESSÃO POR FREUND #filosofia #frasesinspiradoras #liberdade #reflexão #estoicismo","Acesse https://guiasabio.com filosofia #frasesinspiradoras #liberdade #reflexão #estoicismo #filosofiadevida #aconteceuagora #conhecimento #sabedoria","conhecimento,conhecimentos gerais,perguntas conhecimentos gerais,perguntas de conhecimentos gerais,globalizando conhecimento,tipos de conhecimento,conhecimento filosófico,conhecimento científico,perguntas e respostas conhecimentos gerais,teste de conhecimentos gerais,julho 2024,filosofia,curso de filosofia,história da filosofia,o que é filosofia,filosofia estóica,filosofia hd,filosofia de vida,filosofia antiga,estoicismo filosofia",27,Education,"Knowledge,Religion",PT52S,52,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/c8VU8gIjz9Q/maxresdefault.jpg,,,,,,623,33,,0,0
378,UCuPTvMXvp3TGtZ16HFRr0hQ,obeneoben,osNohMb0toY,2024-11-17T13:25:00Z,"2024-11-17 13:25:00","Elon Musk mandando recado para quem não gosta da liberdade de expressão 😳","Elon Musk mandando recado para quem não gosta da liberdade de expressão 😳 #edit #elonmusk #x #twitter",,24,Entertainment,,PT36S,36,2d,hd,false,pt-PT,pt-BR,https://i.ytimg.com/vi/osNohMb0toY/maxresdefault.jpg,,,,,,644,,,0,0
379,UC0ta15c4DEVnzM4doEOXeTg,OuuClips,6YnXNZGozlk,2025-04-05T15:45:00Z,"2025-04-05 15:45:00","Não temos liberdade de expressão? #shorts","#ouuclips #podcast #flowpodcast #bolsonaro #liberdade #expressao #não #naoflopa #igor",,27,Education,"Politics,Society",PT21S,21,2d,hd,false,pt-PT,en-US,https://i.ytimg.com/vi/6YnXNZGozlk/maxresdefault.jpg,,,,,,1584,28,,0,2
380,UCZlpgHaIHJ0f5I4vRLeS6YQ,"Cortes em Alta Official",DzqRxoFuWjc,2025-10-29T20:00:13Z,"2025-10-29 20:00:13","Liberdade de Expressão: Você Pode Ser Punido pelo Estado?","Uai, dá aquela moral e se inscreva!!! Youtube: @cortes-em-alta-official Instgram: @cortesemaltaofficial Tik Tok: @cortesemalta.official Assista no canal oficial: @RedCastOficial #monark #monarktalks #censura #constituicaofederal #redcast #liberdadedeexpressão #viral #construction #ditadura","monark,monarktalks,censura,constituicaofederal,redcast,liberdadedeexpressão,viral,construction,ditadura",22,"People & Blogs","Politics,Society",PT1M17S,77,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/DzqRxoFuWjc/maxresdefault.jpg,,,,,,1119,36,,0,3
381,UCEqykmYVcMrxFvhSSN0WSZQ,"Oziel Jose",eiOzqvPBImI,2025-09-17T16:16:50Z,"2025-09-17 16:16:50","Isso é liberdade de expressão? #direita #bolsonaro #nikolasferreira #democracia #liberdade",,,29,"Nonprofits & Activism","Politics,Society",PT43S,43,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/eiOzqvPBImI/maxresdefault.jpg,,,Recife,-8.0578381,-34.8828969,1009,13,,0,1
382,UCYM1jvt9a8S07pAF5-ysoTA,"Cortes Católicos Oficial",uFQ5bPc-MO8,2024-07-25T12:01:01Z,"2024-07-25 12:01:01","A Verdade e a Liberdade de Expressão","A Verdade e a Liberdade de Expressão Se inscreva e compartilhe Vídeo original abaixo: https://youtu.be/-kbx0VoLPMQ?si=E5gt1Q7ou0WA4AJb @FreiGilsonSomdoMonteOFICIAL @inteligencialtda #catolico #reflexão #podcast #amor #missa #motivacional #fe #mensagem #inteligencialtda #freigilson",,27,Education,"Lifestyle_(sociology),Religion",PT21S,21,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/uFQ5bPc-MO8/maxresdefault.jpg,,,,,,631,62,,0,0
383,UCI_ksRdL1K2b7_a99PVRfoQ,samks,AT1HafvGUC0,2025-10-26T05:23:42Z,"2025-10-26 05:23:42","Liberdade de Expressão: Debate Sobre Partidos e Ideologias #shorts","A liberdade de expressão, em sua visão, deve ser irrestrita e valer para todos. Defender a liberdade de expressão para partidos, mesmo os considerados hediondos, não significa apoiar suas ideias, mas sim defender um princípio fundamental. #LiberdadeDeExpressão #PartidosPolíticos #Debate #Política #Brasil",,20,Gaming,"Politics,Society",PT1M22S,82,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/AT1HafvGUC0/maxresdefault.jpg,,,,,,1140,21,,0,1
384,UCvOqe9YlUSZ0p6KO2RPjIgA,"Felinas Cortes",-PhWOGNB3Pw,2025-02-19T03:41:59Z,"2025-02-19 03:41:59","Globo defensora da liberdade de expressão??? #mbl #plantioruam #partidomissao",,,22,"People & Blogs","Politics,Society",PT38S,38,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/-PhWOGNB3Pw/maxresdefault.jpg,,,Brazil,-14.235004,-51.92528,616,31,,0,0
385,UCCTDkwcahNLyibXnnUlSVmA,ocaprinne,AZlSHvjjDgw,2025-06-27T13:48:41Z,"2025-06-27 13:48:41","A senzala e a liberdade de expressão",,,22,"People & Blogs",,PT2M7S,127,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/AZlSHvjjDgw/maxresdefault.jpg,,,,,,883,45,,0,2
386,UCh5Acyz9q972uqAbJgvYIUw,"O Leriado",UavPg0hWkMg,2025-04-21T12:31:59Z,"2025-04-21 12:31:59","Liberdade de expressão…",,,23,Comedy,Entertainment,PT1M58S,118,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/UavPg0hWkMg/maxresdefault.jpg,,,,,,1283,10,,0,0
387,UCVBGy913U-6hTSMJYPUPasg,"Carlos Novais1",BYioAK9fY4s,2025-01-12T12:24:16Z,"2025-01-12 12:24:16","LIBERDADE DE EXPRESSÃO | MIDIA LIVRE #deusnocomando #liberdade #midialivre",,,22,"People & Blogs",Society,PT15S,15,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/BYioAK9fY4s/maxresdefault.jpg,,,,,,601,10,,0,0
388,UCLrgJdmogJ7R908OlBn02PA,"Pense Muito",mYLAiVYZcew,2022-01-06T20:00:11Z,"2022-01-06 20:00:11","Até onde vai a Liberdade de Expressão?","Qual é o limite da Liberdade de Expressão? ou será que não existem limites para essa liberdade? O conceito de liberdade dentro de um espaço social é determinado por barreiras, que fazem com que a liberdade continua existindo dentro daquela sociedade. Essas barreiras são as leis, que definem até onde nossa liberdade pode ir, para garantir que exista a liberdade dos outros. Segue lá nosso instagram: @canalpensemuito","liberdade de expressão,os limites da liberdade de expressão,fake news,discurso de ódio,direitos,leis,estado,justiça,crime",27,Education,Society,PT8M15S,495,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/mYLAiVYZcew/maxresdefault.jpg,,,,,,599,18,,0,3
389,UCP3PsaV0-BKjdUnvXwKnFJQ,"Pod Arruda",M9mNmyYG5Yo,2024-04-28T23:32:48Z,"2024-04-28 23:32:48","Ofensa ou liberdade de expressão?","Ofensa ou liberdade de expressão? Eliana Passarelli debate se é crime chamar alguém de gordo. Uma reflexão sobre o respeito e a aceitação das diferenças! 🤔🚫 Não perca! Assista agora: https://youtu.be/9Kx79aO8ilU REDES DO PODARRUDA: Instagram: @podarrudaoficial TikTok: @podarruda Promotora Eliana Passarelli: @promotoraelianapassarelli ANFITRIÃO: Fabio Arruda Instagram: @fabioarrudaoficial PATROCINADORES: Cozinha do Beco: @cozinhadobeco Rocha Lar Conceito: @rochalarconceito Luxury Buffe: @luxurybuffetoficial APOIADORES: Pocket Studio: @pktstudio JMatos Bebidas: @jmatosbebidas Derek Camargo: @drderekcamargo Razzor Foto e Video: @razzorvideofoto Focco Comunicação: @foccocomunicacao #podarruda #viral #podcast #tv #debate #vida #conexao #amor #lembranças #RedesSociais #Sucesso #Resiliência #Análise #Segredo #Mudanças #Sucesso #Destino #Comprometimento #Conquistas #Amizade #CapCut #shorts","CapCut,Edição de vídeo online,Modelo de vídeo",22,"People & Blogs",Lifestyle_(sociology),PT24S,24,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/M9mNmyYG5Yo/maxresdefault.jpg,,,,,,650,33,,0,1
390,UC25qcfectEPNQQS_BpyA1aA,"Tapa da Mão Invisível",5pVoh0Y6Ako,2026-04-03T07:35:06Z,"2026-04-03 07:35:06","PL da Misoginia e liberdade de expressão, com Eli Vieira e Hugo Freitas","No episódio especial do Tapa da Mão Invisível, AO VIVO, receberemos Eli Vieira e Hugo Freitas, fundadores da Free Speech Union Brasil. Eli e Hugo serão recebidos por Paulo Fuchs para falar sobre os projetos de lei do misoginia e antissemitismo como mecanismos de censura, além de trazer uma percepção para manter a liberdade de expressão no Brasil. Pautas do episódio: O PL da Misoginia e PL do Antissemitismo são risco de censura? Liberdade de expressão como alvo no Congresso Nacional Como manter a liberdade de expressão Faça parte da comunidade e apoie o Tapa: https://tapadamaoinvisivel.com.br/comunidade/ Oferecimento: Proteus Associados: https://www.tapadamaoinvisivel.com.br/energia/ Concierge Bitcoin: https://www.tapadamaoinvisivel.com.br/btc/ Acesse as notas deste episódio: https://www.tapadamaoinvisivel.com.br/epespecial/ Nos siga nas nossas redes sociais: Instagram: https://www.instagram.com/tapadamaoinvisivel/ Twitter: https://www.twitter.com/tdmaoinvisivel TikTok: https://www.tiktok.com/@tapadamaoinvisivel Minutagem: 00:00 - Abertura 00:12 - Apresentação dos convidados e introdução do tema 00:48 - Caso Eli Vieira e inquérito das fake news 03:25 - Contexto Vazatoga e perseguição a jornalistas 03:52 - Apresentação de Hugo Freitas e atuação jurídica 04:29 - Criação da Free Speech Union Brasil (FSU) 06:19 - Diagnóstico sobre liberdade de expressão no Brasil 07:33 - Relação entre cultura, leis e liberdade 08:24 - Estrutura e internacionalização da FSU 10:58 - Introdução ao PL da misoginia 13:34 - Explicação técnica do PL e relação com lei do racismo 16:04 - Expansão do conceito de preconceito e discurso de ódio 18:06 - Casos concretos e aplicação prática das leis 20:37 - Debate sobre liberdade de expressão vs criminalização 23:07 - Relação entre discurso e violência 25:03 - Crítica à eficácia de leis na mudança social 27:09 - Exemplos de persuasão vs coerção 28:57 - Efeitos colaterais das leis (autocensura) 30:27 - Debate sobre subjetividade e definição de misoginia 38:19 - Pressão política e medo de posicionamento 40:41 - Estrutura legal (injúria, racismo, misoginia) 42:37 - Impacto no debate científico e cultural 44:50 - Limites da liberdade e censura indireta 47:27 - Discussão sobre PL do antissemitismo 50:01 - Definições vagas e riscos jurídicos 53:47 - Consequências legais (prisão, multa, danos) 59:23 - Danos morais coletivos e uso pelo Estado 1:02:35 - Caso Monark e atuação da FSU 1:06:23 - Estrutura e crescimento da FSU 1:10:26 - Influência da FSU no debate público 1:11:52 - Regulação das redes sociais e censura 1:14:00 - “Modas intelectuais” e justificativas para censura 1:17:53 - Casos práticos de censura e decisões do STF 1:21:44 - Exemplos pessoais de censura 1:23:15 - Encerramento",,25,"News & Politics","Politics,Society",PT1H26M5S,1565,2d,hd,false,pt-PT,en-US,https://i.ytimg.com/vi/5pVoh0Y6Ako/maxresdefault.jpg,1,,,,,608,63,,0,7
391,UCnurECIyZ-Z7l3Dp1L496nw,"Julia Lucy",THk-plK5fdA,2025-08-24T20:46:46Z,"2025-08-24 20:46:46","Podcast Haja Lucydez:🚨A liberdade de expressão está em risco? #hajalucydez","No episódio com @AndreMarsigliaYT , falamos sobre como a censura ameaça a democracia. ➡️ Do medo de se expressar livremente às acusações de crimes, como transfobia, apenas por defender espaços para mulheres, até onde vai o limite da liberdade? 📍 Assista ao episódio completo no YouTube 👉 Acompanhe os próximos episódios: 📲 Instagram: @hajalucydez ▶️ YouTube: @julialucydf #HajaLucydez #Podcast #JúliaLucy #Brasília #LiberdadeDeExpressão","Paz,Harmonia,Democracia,Pessoas,Silenciadas,Medo,Poderes,República,Pensam,STF,Woke,Censura privada,Ofendido,Falar,Identitária,Minoria,Cancelado,Crime,Xenofobia,Transfobia,Mulher,Travesti,Loucura",25,"News & Politics","Politics,Society",PT1M11S,71,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/THk-plK5fdA/maxresdefault.jpg,,,Brasília,-15.7975154,-47.8918874,1191,112,,0,2
392,UCKnP1TKWimLPre62tA77_ag,TapaCast,enFK-wN2eKA,2025-06-03T12:32:07Z,"2025-06-03 12:32:07","Liberdade de Expressão: Cristianismo, Rússia, China e Islã. #podcast #technology #viralvideo",,,22,"People & Blogs",Society,PT25S,25,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/enFK-wN2eKA/maxresdefault.jpg,,,Brasil,-14.235004,-51.92528,1123,26,,0,0
393,UCQWei9P2_CdOgYUBSO8rw2g,"Danilo Campagnollo Bueno | Conclusos",59FmjS11VKM,2025-08-06T22:01:26Z,"2025-08-06 22:01:26","Quando o abuso à ""liberdade de expressão"" entra em conflito com outros direitos fundamentais...",,,27,Education,"Politics,Society",PT37S,37,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/59FmjS11VKM/maxresdefault.jpg,,,,,,1515,17,,0,0
394,UCXU4ukZkpBn3Ei0oh8FgQiw,"Cortina de Fumaça",o1N_MF5SgIw,2025-06-13T01:03:20Z,"2025-06-13 01:03:20","LEI ANTI ORUAM - Qual o limite da liberdade de EXPRESSÃO?","Guto Zacarias foi ao Podcast Inteligência LTDA e deu sua opinião sobre o funk e a lei Anti Oruam #shorts #LeiAntiOruam #oruam #podcast #gutozacarias #gutozacariasMcOruam #CortinadeFumaca #shortsnotícias #politica","Lei anti oruam,Qual o limite da liberdade de expressão,Porque o funk é criminalizado?,Quem é Guto Zacarias,Guto Zacarias Inteligência Limitada,Podcast Guto Zacarias Oruam,Mc Poze do Rodo GUTO ZACARIAS,O que é a lei anti oruam",25,"News & Politics","Politics,Society",PT1M45S,105,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/o1N_MF5SgIw/maxresdefault.jpg,,,"São Luís",-2.5306721,-44.2988947,1002,15,,0,0
395,UCZJ-3LBr4h-yKtWsjeQTq_A,"Ordem do Dia",Xxt82QAZnJA,2017-06-30T21:15:37Z,"2017-06-30 21:15:37","Ordem do Dia | Liberdade de expressão","Vamos discutir a liberdade de expressão. Redes sociais deram voz a gente de todos os cantos do país, mas também tornaram instrumento de quem prega a intolerância. Além disso, uma entrevista especial com Taís Borja Gasparian, vice-presidente da Comissão de Liberdade de Imprensa. E por fim, saiba como se dá o direito de resposta.","ordem do dia,tv cultura,direito,advocacia,oab,advogado,liberdade de expressão,taís borja gasparian,direito de resposta",27,Education,"Politics,Society,Television_program",PT25M1S,1501,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/Xxt82QAZnJA/maxresdefault.jpg,1,,,,,585,20,,0,0
396,UCUgdGApT5twlBHU_nVOZAXw,Zonacurva,84Ofl3R7gzs,2025-06-01T21:20:00Z,"2025-06-01 21:20:00","Nikolas Ferreira defende CERCEAMENTO DA LIBERDADE DE EXPRESSÃO ATÉ EM REDES SOCIAIS",,"Política,cultura e política,Blog Política,Cultura,nikolas ferreira,Liberdade de expressão,nikolas de nikole,nikolas chupetinha,chupetinha,Extrema-Direita brasileira,bolsominion,react,shorts vídeo,shorts",25,"News & Politics","Politics,Society",PT1M16S,76,2d,hd,false,pt-PT,pt,https://i.ytimg.com/vi/84Ofl3R7gzs/maxresdefault.jpg,1,,,,,1037,27,,0,2
397,UCIZfmKQinH6YAAO8E9OBxBw,"𝑹𝒂𝒚𝒎𝒐𝒏𝒅 𝑶𝒍𝒊𝒗𝒆𝒓 𝑶𝒇𝒊𝒄𝒊𝒂𝒍",9nSi6k1aAkY,2025-09-12T02:51:40Z,"2025-09-12 02:51:40","LIBERDADE DE EXPRESSÃO NÃO SE NEGOCIA!","A liberdade de expressão é o alicerce que sustenta uma sociedade verdadeiramente livre. Ela não pode ser comprada, nem vendida, e muito menos negociada em mesas de conveniências políticas. É um direito inegociável, conquistado com sangue, suor e coragem ao longo da história da humanidade. Negociar a liberdade de expressão é abrir as portas para a tirania, é permitir que a censura dite os limites do pensamento. Defender esse princípio é defender a voz do povo, a verdade e a justiça. Tags: #LiberdadeDeExpressão #DireitosInalienáveis #SemCensura #Justiça #PovoLivre #DireitosHumanos #VozDoPovo #Democracia #Resistência",,24,Entertainment,"Politics,Society",PT9S,9,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/9nSi6k1aAkY/maxresdefault.jpg,,,,,,1501,,,0,1
398,UCkwMeAtN-M9Y_-mdMUhgNUw,"Os Homens Do Fraque",2PKUwjYjJsU,2024-03-10T13:00:28Z,"2024-03-10 13:00:28","""O Brasil é um país com progressivamente menos liberdade de expressão""","""O Brasil é um país com progressivamente menos liberdade de expressão"" Mais em https://buff.ly/3wKUzy4 #HdF #Oshomensdofraque #podcast #podcasting #ADN #Brunofialho #legislativas2024 #Brasil #Bolsonaro #Lula #FazoL #liberdade #democracia",,25,"News & Politics","Politics,Society",PT42S,42,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/2PKUwjYjJsU/maxresdefault.jpg,,,,,,597,25,,0,1
399,UC5dvpiR42pjQWMf8mYFGJbA,"Tigre Curioso",bgG32N-_tGk,2025-10-26T05:47:10Z,"2025-10-26 05:47:10","Partido Proibido Liberdade de Expressão e Opiniões",#monark,,22,"People & Blogs","Politics,Society",PT23S,23,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/bgG32N-_tGk/maxresdefault.jpg,,,,,,1155,25,,0,1
400,UCnjyRntU_CvtYHQ7gvjTOmw,"Comandante Nádia",yfee4Kg_m4s,2025-08-10T00:06:29Z,"2025-08-10 00:06:29","Liberdade de expressão! Liberdade Brasil 🇧🇷 #comandantenádia #desgoverno #liberdade #direitade",,,25,"News & Politics","Politics,Society",PT34S,34,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/yfee4Kg_m4s/maxresdefault.jpg,,,,,,1550,27,,0,4
401,UCbItFO5PquRtn6xsUWQAmew,"Paulo Vitor Marques",7KYRMPxFog8,2025-08-12T21:51:34Z,"2025-08-12 21:51:34","“Crime de gênero ou transfobia” a liberdade de expressão ameaçada no Brasil pela cultura woke.",,,22,"People & Blogs","Politics,Society",PT1M5S,65,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/7KYRMPxFog8/maxresdefault.jpg,,,"PGR - Entrada Principal - Estacionamento de Veículos",-15.8079085,-47.860651,826,23,,0,0
402,UC5z-TEedivqNvCF0JUjtdVw,"Pastor Júnior Tércio",YBvNfo81Ee0,2026-04-28T21:00:29Z,"2026-04-28 21:00:29","A liberdade de expressão é um direito garantido!","Quando uma simples palavra incomoda tanto assim, fica a pergunta: por quê? O brasileiro não pode viver com medo de falar dentro da própria casa. Hoje foi com ele… amanhã pode ser com qualquer um de nós. Comenta aqui o que você acha disso e compartilha pra mais pessoas abrirem os olhos!",,24,Entertainment,"Politics,Society",PT51S,51,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/YBvNfo81Ee0/maxresdefault.jpg,1,,,,,1138,50,,0,3
403,UCKMfNWOmkvk1nBOrjBMGYCw,"Lojinha Patriota",e_-gUWK6Y7c,2025-08-26T22:13:34Z,"2025-08-26 22:13:34","EUA vs Brasil Liberdade de Expressão em Debate Online","Apoie o canal e ainda leva produtos incríveis: 👉 https://lojinhapatriota.shop Tem de tudo: estilo, atitude e qualidade. 👕 Roupas exclusivas 🎁 Itens personalizados 📦 Envio para todo o Brasil Siga também nas redes sociais: 📸 Instagram: @lojinhapatriota 📦 TikTok: @lojinhapatriota Muito obrigado por apoiar o nosso trabalho! 🙌 #lojinha #apoieocanal #modaindependente #produtospersonalizados",,22,"People & Blogs","Politics,Society",PT35S,35,2d,hd,false,pt-PT,pt-PT,https://i.ytimg.com/vi/e_-gUWK6Y7c/maxresdefault.jpg,,,,,,1490,13,,0,0
404,UCKonBrqdQ0ZgKicDsLTjO-g,"Cortes do Flow News [OFICIAL]",n-1PO8_BN3g,2024-10-01T18:23:35Z,"2024-10-01 18:23:35","Quais os limites da liberdade de expressão?","Cesar Calejon fala sobre discursos políticos, liberdade de expressão e muito mais no #TramontaNews. Veja completo no canal do #FlowNews!","flow,flow podcast,flow news,flow noticias,flow news ao vivo,estudios flow,noticias flow,news flow,cortes do flow news,flow news podcast,jornal flow,Carlos Tramontina e Thalita Oliveira",25,"News & Politics","Politics,Society",PT1M,60,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/n-1PO8_BN3g/maxresdefault.jpg,1,,,,,604,20,,0,0
405,UC2xkHcwKPSd0oSrp5BByLZQ,"CANAL TEM DIREITO",smb_SiDgLx4,2025-08-04T07:00:56Z,"2025-08-04 07:00:56","Liberdade de Expressão - Existe censura no Brasil? Vivemos em uma Democracia?","VÍDEO NA ÍNTEGRA: https://youtu.be/fn3z1Itk8k0?si=cH3b7GXlIVTMV64C Você já parou para pensar até onde vai a liberdade de expressão no Brasil? Será que temos o direito de dizer tudo o que pensamos? Ou será que estamos sendo calados por decisões judiciais e políticas? Esse debate está pegando fogo nas redes sociais, nos tribunais e nas conversas do dia a dia. De um lado, há quem diga que estamos vivendo uma “ditadura do pensamento”, com censura disfarçada em nome do “politicamente correto”. Do outro, há quem defenda que liberdade de expressão não pode ser usada como escudo para disseminar ódio, mentiras ou destruir reputações. Nesse cenário, o Supremo Tribunal Federal (STF) tem sido protagonista. Acusado por alguns de ""censurar a internet"", aplaudido por outros por ""proteger a democracia"", o STF tem tomado decisões polêmicas que reacendem o debate: afinal, há liberdade ou censura no Brasil? Vamos entender, sem paixões, o que está em jogo.","#LIBERDADE #CENSURA #LIBERDADEDEEXPRESSÃO",27,Education,"Politics,Society",PT52S,52,2d,hd,false,pt-BR,pt-BR,https://i.ytimg.com/vi/smb_SiDgLx4/maxresdefault.jpg,,,,,,1196,22,,0,2
406,UCyl-Ime_id8MXUCSkoUjHaw,"JJ Skull",vATgqrtzmzA,2025-09-21T16:53:11Z,"2025-09-21 16:53:11","Liberdade de expressão #política #mbl #bolsonaro #trump",,,20,Gaming,"Politics,Society",PT1M29S,89,2d,hd,false,pt,pt,https://i.ytimg.com/vi/vATgqrtzmzA/maxresdefault.jpg,,,,,,1170,21,,0,0
